transaction_id,sender_upi,receiver_upi,amount,location,device_type,hour,is_fraud
TXN01651,user6723@upi,shop6912@upi,12732.78,Bhopal,Desktop,7,0
TXN00328,user5876@upi,shop5735@upi,10576.47,Nagpur,Desktop,10,0
TXN00443,user5873@upi,shop2388@upi,10084.93,Hyderabad,Mobile,10,0
TXN00775,user9066@upi,shop5501@upi,7367.17,Indore,Tablet,9,0
TXN01088,user8223@upi,shop5266@upi,5551.39,Chennai,Mobile,3,0
TXN01221,user5321@upi,shop9470@upi,4702.02,Patna,Mobile,15,0
TXN01636,user1393@upi,shop4713@upi,6412.76,Bangalore,Mobile,9,0
TXN00178,user7086@upi,shop2775@upi,10125.8,Ahmedabad,Mobile,18,0
TXN01323,user7672@upi,shop3772@upi,893.12,Hyderabad,Mobile,15,0
TXN00705,user4014@upi,shop4617@upi,9257.1,Kolkata,Mobile,8,0
TXN00087,user1320@upi,shop7232@upi,7159.93,Hyderabad,Mobile,11,0
TXN01884,user8966@upi,shop5583@upi,26275.69,Delhi,Tablet,4,1
TXN01948,user1583@upi,shop1130@upi,39673.1,Kolkata,Mobile,1,1
TXN00458,user5794@upi,shop5740@upi,8595.31,Bhopal,Mobile,18,0
TXN01829,user3234@upi,shop4662@upi,91604.19,Delhi,Mobile,2,1
TXN00055,user5291@upi,shop3647@upi,11121.05,Jaipur,Desktop,13,0
TXN01502,user9990@upi,shop8648@upi,2529.11,Ahmedabad,Tablet,12,0
TXN00644,user4669@upi,shop6542@upi,7791.3,Nagpur,Desktop,6,0
TXN00678,user9955@upi,shop4218@upi,11644.44,Chennai,Mobile,8,0
TXN00222,user8538@upi,shop6928@upi,1331.07,Bhopal,Mobile,11,0
TXN00114,user8434@upi,shop5438@upi,4606.28,Chennai,Mobile,8,0
TXN00983,user4878@upi,shop9220@upi,4046.06,Patna,Mobile,10,0
TXN01229,user9161@upi,shop2545@upi,13311.64,Mumbai,Mobile,21,0
TXN01000,user9690@upi,shop8122@upi,187.83,Patna,Desktop,10,0
TXN00175,user2233@upi,shop3306@upi,11314.73,Chennai,Desktop,15,0
TXN00782,user5581@upi,shop8384@upi,2706.54,Bangalore,Tablet,14,0
TXN00590,user2480@upi,shop5670@upi,421.48,Mumbai,Mobile,13,0
TXN01560,user3547@upi,shop3070@upi,2148.63,Lucknow,Desktop,5,0
TXN00019,user1188@upi,shop2876@upi,10228.84,Jaipur,Desktop,16,0
TXN00424,user7703@upi,shop9180@upi,2096.3,Kolkata,Mobile,14,0
TXN01344,user4629@upi,shop1324@upi,11378.73,Surat,Tablet,10,0
TXN00286,user2063@upi,shop9882@upi,4362.53,Kolkata,Desktop,15,0
TXN01584,user5354@upi,shop2946@upi,6322.22,Jaipur,Mobile,14,0
TXN00429,user1172@upi,shop2615@upi,3888.49,Jaipur,Desktop,13,0
TXN01510,user6574@upi,shop4082@upi,11171.82,Delhi,Mobile,7,0
TXN01319,user8278@upi,shop2386@upi,12105.75,Lucknow,Mobile,13,0
TXN00670,user9747@upi,shop5684@upi,13163.38,Pune,Desktop,12,0
TXN00032,user8749@upi,shop7669@upi,2864.24,Delhi,Mobile,10,0
TXN00941,user6152@upi,shop1518@upi,4079.75,Delhi,Mobile,9,0
TXN00723,user6918@upi,shop7358@upi,7050.42,Ahmedabad,Desktop,4,0
TXN00995,user1542@upi,shop6617@upi,14761.23,Bangalore,Mobile,17,0
TXN00215,user8972@upi,shop9633@upi,10010.32,Mumbai,Mobile,22,0
TXN00814,user1362@upi,shop4046@upi,14585.27,Kolkata,Mobile,15,0
TXN00327,user5331@upi,shop8932@upi,2892.04,Chennai,Mobile,10,0
TXN00561,user8869@upi,shop4271@upi,1463.83,Chennai,Mobile,9,0
TXN01113,user1866@upi,shop5467@upi,5423.84,Surat,Tablet,10,0
TXN00701,user9941@upi,shop5832@upi,14402.41,Bangalore,Mobile,18,0
TXN01579,user4704@upi,shop8711@upi,5936.43,Kolkata,Mobile,18,0
TXN01190,user7302@upi,shop6067@upi,9587.85,Nagpur,Mobile,17,0
TXN00342,user3198@upi,shop9261@upi,7025.63,Chennai,Desktop,10,0
TXN00630,user1645@upi,shop9980@upi,7450.36,Chennai,Mobile,12,0
TXN00148,user9318@upi,shop5377@upi,12310.04,Kolkata,Desktop,17,0
TXN01310,user6712@upi,shop2106@upi,13057.69,Pune,Mobile,10,0
TXN00361,user7887@upi,shop7135@upi,14892.92,Pune,Mobile,19,0
TXN00084,user4841@upi,shop5451@upi,5044.35,Patna,Mobile,7,0
TXN00049,user2127@upi,shop5002@upi,5549.21,Bangalore,Mobile,12,0
TXN00469,user1011@upi,shop8009@upi,3042.75,Nagpur,Tablet,18,0
TXN00156,user7512@upi,shop2315@upi,12777.96,Bhopal,Mobile,12,0
TXN00773,user3555@upi,shop2747@upi,1806.98,Delhi,Mobile,14,0
TXN01240,user2478@upi,shop7922@upi,12166.81,Lucknow,Mobile,14,0
TXN01201,user3187@upi,shop5270@upi,2610.45,Lucknow,Desktop,16,0
TXN01403,user9898@upi,shop5278@upi,137.92,Kolkata,Mobile,10,0
TXN01203,user4677@upi,shop1339@upi,14222.16,Patna,Mobile,13,0
TXN01631,user1221@upi,shop1153@upi,14364.69,Delhi,Mobile,17,0
TXN00501,user5006@upi,shop1753@upi,7081.75,Pune,Tablet,8,0
TXN01765,user8138@upi,shop4708@upi,33615.32,Delhi,Desktop,23,1
TXN00180,user5951@upi,shop7689@upi,1758.97,Mumbai,Tablet,10,0
TXN01048,user8424@upi,shop1709@upi,1575.27,Mumbai,Tablet,8,0
TXN01756,user4246@upi,shop4229@upi,23972.78,Chennai,Desktop,2,1
TXN00951,user2927@upi,shop5467@upi,2248.32,Kolkata,Mobile,20,0
TXN01317,user1866@upi,shop9548@upi,2849.04,Ahmedabad,Mobile,2,0
TXN01620,user1170@upi,shop6824@upi,3297.0,Kolkata,Mobile,21,0
TXN00529,user5026@upi,shop5835@upi,7488.39,Patna,Mobile,6,0
TXN00347,user5374@upi,shop6400@upi,4536.17,Nagpur,Mobile,9,0
TXN01388,user3434@upi,shop6368@upi,3715.1,Surat,Desktop,18,0
TXN01961,user7737@upi,shop7412@upi,84722.44,Chennai,Mobile,0,1
TXN01051,user2804@upi,shop6343@upi,3424.45,Chennai,Desktop,18,0
TXN01973,user7565@upi,shop3149@upi,85463.67,Bangalore,Tablet,0,1
TXN01442,user4148@upi,shop2035@upi,3316.31,Patna,Mobile,17,0
TXN00602,user4111@upi,shop6622@upi,10900.98,Chennai,Mobile,14,0
TXN01282,user8516@upi,shop9456@upi,11921.16,Hyderabad,Tablet,11,0
TXN00244,user9843@upi,shop9626@upi,575.83,Hyderabad,Desktop,14,0
TXN01337,user6613@upi,shop5282@upi,14694.81,Nagpur,Mobile,9,0
TXN01068,user9887@upi,shop4393@upi,11817.5,Delhi,Mobile,10,0
TXN01476,user6921@upi,shop1462@upi,10465.1,Surat,Mobile,13,0
TXN00313,user6990@upi,shop3363@upi,2993.88,Jaipur,Mobile,4,0
TXN00436,user9454@upi,shop3858@upi,8283.14,Hyderabad,Mobile,20,0
TXN01899,user6259@upi,shop5333@upi,87807.41,Chennai,Desktop,3,1
TXN01329,user3057@upi,shop5990@upi,8528.0,Ahmedabad,Mobile,14,0
TXN00309,user5681@upi,shop9793@upi,132.58,Delhi,Mobile,18,0
TXN00431,user9199@upi,shop3469@upi,5181.06,Mumbai,Mobile,9,0
TXN00661,user9689@upi,shop1795@upi,8302.86,Pune,Desktop,12,0
TXN00371,user4621@upi,shop7775@upi,4514.51,Mumbai,Mobile,13,0
TXN00567,user7342@upi,shop9561@upi,6285.29,Jaipur,Mobile,19,0
TXN00980,user3224@upi,shop2387@upi,2066.93,Indore,Mobile,11,0
TXN00182,user7078@upi,shop9850@upi,6292.71,Nagpur,Desktop,18,0
TXN01363,user1914@upi,shop1855@upi,4430.8,Pune,Mobile,13,0
TXN00622,user1359@upi,shop9267@upi,2543.08,Hyderabad,Desktop,16,0
TXN00819,user2998@upi,shop5078@upi,5778.12,Ahmedabad,Mobile,23,0
TXN01193,user4446@upi,shop3625@upi,13739.2,Surat,Mobile,17,0
TXN00953,user5641@upi,shop5011@upi,2577.41,Kolkata,Mobile,10,0
TXN01422,user8519@upi,shop5512@upi,3033.52,Bangalore,Mobile,17,0
TXN01841,user8509@upi,shop5536@upi,20729.6,Delhi,Mobile,23,1
TXN00923,user2063@upi,shop5797@upi,7067.54,Delhi,Mobile,9,0
TXN01074,user8412@upi,shop8966@upi,7526.74,Bhopal,Mobile,15,0
TXN00297,user1674@upi,shop1464@upi,1227.53,Surat,Desktop,9,0
TXN00967,user2276@upi,shop8972@upi,1723.7,Lucknow,Mobile,13,0
TXN00462,user7146@upi,shop8405@upi,1141.99,Indore,Desktop,6,0
TXN01303,user9020@upi,shop7830@upi,12358.94,Bangalore,Mobile,12,0
TXN01177,user6087@upi,shop8604@upi,7285.88,Pune,Mobile,19,0
TXN00378,user7179@upi,shop1647@upi,13105.57,Chennai,Desktop,13,0
TXN00799,user2381@upi,shop7387@upi,4647.47,Chennai,Desktop,11,0
TXN01103,user8776@upi,shop9606@upi,14799.71,Delhi,Tablet,13,0
TXN00106,user5397@upi,shop6280@upi,12777.18,Bhopal,Tablet,9,0
TXN00127,user1534@upi,shop4792@upi,4328.69,Kolkata,Desktop,11,0
TXN01996,user3217@upi,shop3690@upi,61950.28,Chennai,Mobile,3,1
TXN00839,user9026@upi,shop9615@upi,9363.32,Lucknow,Mobile,10,0
TXN00356,user9361@upi,shop8298@upi,12132.29,Ahmedabad,Mobile,11,0
TXN01617,user4440@upi,shop9758@upi,1751.61,Surat,Mobile,13,0
TXN00683,user9037@upi,shop6866@upi,1102.48,Nagpur,Mobile,9,0
TXN00813,user5458@upi,shop9060@upi,2824.96,Mumbai,Mobile,21,0
TXN01681,user2541@upi,shop8451@upi,4712.64,Patna,Mobile,6,0
TXN00210,user2140@upi,shop3324@upi,11117.13,Mumbai,Mobile,12,0
TXN01493,user6620@upi,shop6164@upi,12254.54,Hyderabad,Mobile,10,0
TXN00141,user8242@upi,shop1845@upi,3061.34,Jaipur,Mobile,9,0
TXN01975,user9875@upi,shop3487@upi,27644.53,Kolkata,Desktop,1,1
TXN01340,user7769@upi,shop9011@upi,11439.35,Jaipur,Mobile,18,0
TXN01798,user8970@upi,shop5153@upi,49143.15,Mumbai,Tablet,2,1
TXN01575,user8999@upi,shop1942@upi,5342.6,Lucknow,Mobile,10,0
TXN01182,user2833@upi,shop9196@upi,13994.7,Jaipur,Mobile,13,0
TXN01394,user4581@upi,shop6013@upi,6381.09,Pune,Mobile,19,0
TXN01816,user6091@upi,shop3839@upi,65112.61,Bangalore,Tablet,1,1
TXN00712,user8863@upi,shop8583@upi,6685.92,Indore,Mobile,13,0
TXN01794,user3797@upi,shop1159@upi,67520.41,Chennai,Desktop,3,1
TXN00893,user5372@upi,shop4783@upi,8949.45,Chennai,Mobile,10,0
TXN00860,user2974@upi,shop4714@upi,11217.7,Bhopal,Mobile,1,0
TXN00011,user2169@upi,shop3803@upi,8016.76,Chennai,Mobile,10,0
TXN01695,user8756@upi,shop4496@upi,820.62,Bhopal,Mobile,16,0
TXN01428,user5485@upi,shop9810@upi,4385.42,Patna,Mobile,15,0
TXN00283,user2929@upi,shop5288@upi,11626.72,Nagpur,Mobile,23,0
TXN00811,user5454@upi,shop5664@upi,9730.37,Jaipur,Desktop,11,0
TXN01342,user3022@upi,shop6783@upi,14580.87,Pune,Desktop,10,0
TXN00292,user3981@upi,shop3114@upi,6494.95,Patna,Desktop,17,0
TXN00755,user9536@upi,shop5693@upi,10676.97,Lucknow,Mobile,16,0
TXN00627,user3247@upi,shop7862@upi,12461.48,Delhi,Mobile,14,0
TXN00944,user9192@upi,shop3524@upi,2861.27,Patna,Mobile,18,0
TXN00862,user6354@upi,shop9231@upi,10469.55,Bangalore,Mobile,15,0
TXN00130,user3330@upi,shop2169@upi,903.97,Indore,Mobile,16,0
TXN01176,user4868@upi,shop7649@upi,3584.87,Bangalore,Mobile,9,0
TXN00324,user2020@upi,shop3262@upi,7785.06,Jaipur,Mobile,14,0
TXN01091,user8504@upi,shop6246@upi,2349.24,Nagpur,Mobile,12,0
TXN00844,user2591@upi,shop2658@upi,10880.33,Jaipur,Mobile,8,0
TXN00964,user2162@upi,shop5949@upi,7995.86,Pune,Mobile,9,0
TXN01865,user8716@upi,shop5309@upi,72258.56,Mumbai,Mobile,2,1
TXN00866,user3136@upi,shop3209@upi,7219.03,Chennai,Mobile,14,0
TXN00922,user5903@upi,shop6289@upi,5534.86,Pune,Desktop,16,0
TXN00696,user4729@upi,shop5237@upi,6120.42,Ahmedabad,Mobile,11,0
TXN00216,user1897@upi,shop1125@upi,3074.3,Chennai,Desktop,16,0
TXN01781,user8416@upi,shop6766@upi,41246.3,Kolkata,Mobile,3,1
TXN01262,user2040@upi,shop5388@upi,13394.23,Pune,Desktop,7,0
TXN00159,user2646@upi,shop8269@upi,2503.81,Kolkata,Tablet,5,0
TXN01059,user5041@upi,shop5060@upi,4916.17,Lucknow,Mobile,19,0
TXN00989,user8687@upi,shop6431@upi,6321.03,Indore,Mobile,8,0
TXN00842,user7814@upi,shop7046@upi,11915.8,Mumbai,Desktop,9,0
TXN00635,user6901@upi,shop6123@upi,6395.67,Delhi,Mobile,16,0
TXN00517,user9780@upi,shop6870@upi,14469.87,Chennai,Mobile,11,0
TXN01429,user4559@upi,shop9085@upi,6175.06,Indore,Mobile,23,0
TXN01748,user2052@upi,shop8363@upi,33379.92,Mumbai,Tablet,2,1
TXN00598,user6327@upi,shop5536@upi,3924.59,Nagpur,Tablet,14,0
TXN00196,user7580@upi,shop7984@upi,10294.6,Ahmedabad,Desktop,11,0
TXN01784,user7923@upi,shop4177@upi,43520.47,Chennai,Mobile,2,1
TXN00870,user8245@upi,shop3389@upi,6612.55,Patna,Desktop,8,0
TXN00411,user8286@upi,shop6896@upi,11422.58,Delhi,Mobile,8,0
TXN00097,user8758@upi,shop2874@upi,8463.9,Chennai,Mobile,9,0
TXN01001,user6172@upi,shop9687@upi,10246.32,Mumbai,Mobile,12,0
TXN01506,user3016@upi,shop3224@upi,13841.82,Surat,Desktop,6,0
TXN00157,user6188@upi,shop8994@upi,13087.02,Mumbai,Mobile,9,0
TXN00420,user7524@upi,shop6228@upi,4378.81,Nagpur,Mobile,21,0
TXN01803,user2768@upi,shop5487@upi,90171.52,Kolkata,Tablet,3,1
TXN00478,user6753@upi,shop4490@upi,9424.92,Bangalore,Tablet,13,0
TXN01856,user3302@upi,shop1085@upi,48764.88,Chennai,Desktop,23,1
TXN00669,user6771@upi,shop8870@upi,8746.27,Surat,Desktop,14,0
TXN01418,user9495@upi,shop1180@upi,2585.67,Bhopal,Tablet,11,0
TXN01872,user4214@upi,shop9752@upi,68651.11,Chennai,Desktop,5,1
TXN01300,user2342@upi,shop2511@upi,942.28,Patna,Mobile,8,0
TXN00448,user9281@upi,shop9109@upi,6142.92,Ahmedabad,Mobile,17,0
TXN00554,user8855@upi,shop4695@upi,2448.22,Delhi,Desktop,3,0
TXN00179,user6374@upi,shop4626@upi,9718.31,Surat,Desktop,19,0
TXN00391,user1794@upi,shop1104@upi,6191.76,Bhopal,Mobile,6,0
TXN00579,user8785@upi,shop5400@upi,13456.5,Mumbai,Mobile,16,0
TXN01478,user1202@upi,shop2912@upi,11566.87,Surat,Desktop,11,0
TXN01707,user6703@upi,shop4436@upi,96190.15,Kolkata,Tablet,2,1
TXN01288,user3406@upi,shop7618@upi,6698.37,Chennai,Desktop,14,0
TXN01645,user2481@upi,shop6292@upi,14921.63,Bangalore,Desktop,10,0
TXN01024,user2749@upi,shop6886@upi,7302.69,Patna,Mobile,15,0
TXN00821,user8746@upi,shop7375@upi,10224.82,Kolkata,Tablet,8,0
TXN01825,user9487@upi,shop8540@upi,87135.84,Mumbai,Mobile,23,1
TXN00985,user2311@upi,shop3327@upi,10955.48,Jaipur,Tablet,22,0
TXN01339,user3190@upi,shop1033@upi,9135.71,Mumbai,Tablet,14,0
TXN00665,user3185@upi,shop3263@upi,6197.05,Nagpur,Desktop,12,0
TXN00143,user3594@upi,shop6091@upi,8267.08,Jaipur,Mobile,9,0
TXN01517,user8836@upi,shop4534@upi,7430.43,Nagpur,Tablet,5,0
TXN01430,user2253@upi,shop2723@upi,7570.88,Indore,Mobile,11,0
TXN00865,user1807@upi,shop9980@upi,5993.88,Delhi,Mobile,11,0
TXN00422,user4273@upi,shop9939@upi,2707.11,Indore,Mobile,20,0
TXN00637,user8171@upi,shop5395@upi,13178.35,Delhi,Mobile,10,0
TXN01407,user8559@upi,shop6581@upi,11880.8,Hyderabad,Desktop,11,0
TXN00800,user3071@upi,shop3150@upi,7905.87,Bangalore,Mobile,14,0
TXN01404,user7616@upi,shop7647@upi,12329.7,Indore,Mobile,12,0
TXN00616,user4122@upi,shop1293@upi,10154.45,Surat,Desktop,9,0
TXN00295,user5496@upi,shop3050@upi,9379.09,Lucknow,Mobile,12,0
TXN00924,user9635@upi,shop7779@upi,7874.45,Nagpur,Mobile,5,0
TXN01269,user9089@upi,shop5975@upi,3528.44,Jaipur,Mobile,2,0
TXN01903,user5252@upi,shop9108@upi,30177.8,Delhi,Mobile,4,1
TXN00089,user8999@upi,shop4595@upi,4101.3,Ahmedabad,Mobile,10,0
TXN00042,user9883@upi,shop1998@upi,11222.15,Mumbai,Mobile,12,0
TXN01802,user8056@upi,shop6888@upi,36504.6,Mumbai,Mobile,3,1
TXN01934,user9481@upi,shop9604@upi,66386.26,Chennai,Mobile,3,1
TXN00132,user5460@upi,shop9199@upi,8104.32,Ahmedabad,Mobile,4,0
TXN01002,user6797@upi,shop8074@upi,9161.18,Surat,Desktop,10,0
TXN01158,user6591@upi,shop7235@upi,1469.28,Hyderabad,Tablet,11,0
TXN01095,user6855@upi,shop2515@upi,4902.23,Lucknow,Mobile,13,0
TXN01855,user2409@upi,shop1397@upi,70329.25,Mumbai,Mobile,23,1
TXN01345,user2474@upi,shop5967@upi,12128.13,Chennai,Mobile,12,0
TXN01499,user4826@upi,shop8938@upi,6008.48,Lucknow,Desktop,10,0
TXN00165,user7951@upi,shop5097@upi,6857.97,Kolkata,Mobile,11,0
TXN00725,user5314@upi,shop9918@upi,8556.7,Pune,Mobile,10,0
TXN00291,user6194@upi,shop2215@upi,6755.12,Surat,Mobile,7,0
TXN01209,user4531@upi,shop5636@upi,10903.35,Chennai,Mobile,11,0
TXN01589,user5623@upi,shop8961@upi,1248.4,Pune,Mobile,8,0
TXN01897,user9893@upi,shop5846@upi,47002.59,Chennai,Mobile,2,1
TXN01642,user5348@upi,shop2251@upi,11834.95,Bhopal,Tablet,8,0
TXN01362,user2015@upi,shop8240@upi,831.28,Lucknow,Mobile,6,0
TXN00779,user7216@upi,shop2650@upi,4888.29,Lucknow,Desktop,8,0
TXN00840,user2161@upi,shop1214@upi,13953.86,Chennai,Mobile,19,0
TXN00349,user9233@upi,shop6095@upi,10357.45,Surat,Tablet,9,0
TXN01945,user2295@upi,shop4644@upi,78188.93,Bangalore,Mobile,2,1
TXN00572,user3422@upi,shop5225@upi,4803.04,Nagpur,Tablet,6,0
TXN00918,user4028@upi,shop3429@upi,835.41,Hyderabad,Mobile,17,0
TXN00977,user3278@upi,shop4083@upi,8335.77,Bhopal,Tablet,17,0
TXN01914,user3458@upi,shop7243@upi,81008.95,Mumbai,Tablet,1,1
TXN01469,user8878@upi,shop2178@upi,5005.18,Nagpur,Mobile,8,0
TXN01592,user9230@upi,shop3968@upi,2838.15,Bhopal,Mobile,14,0
TXN01318,user9713@upi,shop3944@upi,14436.03,Kolkata,Desktop,9,0
TXN01845,user8925@upi,shop7168@upi,97004.4,Kolkata,Desktop,4,1
TXN00137,user3634@upi,shop6403@upi,6180.56,Ahmedabad,Mobile,20,0
TXN00459,user2560@upi,shop3221@upi,14441.95,Indore,Mobile,5,0
TXN00376,user9683@upi,shop3196@upi,5832.4,Kolkata,Mobile,14,0
TXN01343,user3903@upi,shop1138@upi,1880.21,Hyderabad,Tablet,11,0
TXN00334,user1860@upi,shop2641@upi,6205.39,Nagpur,Mobile,14,0
TXN01160,user2073@upi,shop5995@upi,1725.92,Bangalore,Mobile,10,0
TXN01761,user7800@upi,shop5931@upi,41973.88,Bangalore,Desktop,4,1
TXN01458,user4969@upi,shop4372@upi,8094.28,Patna,Tablet,22,0
TXN00817,user2314@upi,shop3393@upi,850.01,Indore,Mobile,12,0
TXN01115,user4002@upi,shop2548@upi,8985.45,Bangalore,Mobile,18,0
TXN01006,user9605@upi,shop2702@upi,10285.64,Hyderabad,Mobile,9,0
TXN01857,user2179@upi,shop6582@upi,34824.35,Kolkata,Desktop,23,1
TXN01955,user6851@upi,shop9903@upi,58476.72,Mumbai,Mobile,23,1
TXN01851,user1613@upi,shop2194@upi,55322.28,Bangalore,Desktop,23,1
TXN00911,user7235@upi,shop1719@upi,11526.22,Patna,Mobile,18,0
TXN01930,user8368@upi,shop8138@upi,43143.29,Chennai,Desktop,5,1
TXN01126,user8934@upi,shop8065@upi,647.33,Delhi,Mobile,14,0
TXN00329,user6714@upi,shop5480@upi,4323.96,Lucknow,Mobile,10,0
TXN01248,user5876@upi,shop6143@upi,8812.25,Ahmedabad,Desktop,11,0
TXN00319,user8775@upi,shop5350@upi,14506.39,Indore,Tablet,13,0
TXN01690,user9767@upi,shop8616@upi,1645.69,Bangalore,Desktop,19,0
TXN01359,user6583@upi,shop1891@upi,12326.29,Jaipur,Desktop,20,0
TXN01733,user5627@upi,shop5292@upi,91568.38,Mumbai,Mobile,23,1
TXN00168,user1803@upi,shop9138@upi,12494.26,Patna,Mobile,16,0
TXN00013,user6168@upi,shop7572@upi,4023.44,Chennai,Tablet,13,0
TXN01927,user9672@upi,shop7358@upi,92340.83,Bangalore,Mobile,5,1
TXN00172,user7807@upi,shop3877@upi,3019.91,Indore,Mobile,21,0
TXN00650,user9166@upi,shop8324@upi,4747.76,Ahmedabad,Desktop,2,0
TXN01062,user2605@upi,shop8412@upi,7434.32,Delhi,Mobile,1,0
TXN00261,user9443@upi,shop4963@upi,10780.98,Kolkata,Mobile,13,0
TXN01367,user2106@upi,shop4172@upi,13566.51,Bangalore,Mobile,9,0
TXN01549,user2364@upi,shop5164@upi,10151.12,Nagpur,Mobile,8,0
TXN00902,user9812@upi,shop7481@upi,14757.62,Mumbai,Mobile,12,0
TXN00673,user5835@upi,shop4342@upi,11306.37,Mumbai,Mobile,11,0
TXN00259,user5720@upi,shop4893@upi,4524.26,Mumbai,Mobile,14,0
TXN00845,user5075@upi,shop3931@upi,8380.77,Jaipur,Mobile,7,0
TXN00868,user2467@upi,shop2843@upi,10079.5,Pune,Mobile,8,0
TXN01800,user9508@upi,shop1339@upi,31832.03,Chennai,Tablet,5,1
TXN00139,user7622@upi,shop9431@upi,12375.66,Mumbai,Mobile,12,0
TXN00894,user8808@upi,shop3196@upi,7539.85,Lucknow,Mobile,14,0
TXN01838,user2758@upi,shop8601@upi,53351.72,Chennai,Mobile,2,1
TXN00550,user6682@upi,shop6234@upi,2526.63,Patna,Tablet,17,0
TXN00320,user4728@upi,shop1841@upi,8757.01,Bangalore,Mobile,15,0
TXN01527,user3418@upi,shop7169@upi,14256.47,Pune,Mobile,8,0
TXN01806,user6624@upi,shop3014@upi,54676.77,Chennai,Desktop,23,1
TXN01178,user4309@upi,shop3610@upi,4097.95,Mumbai,Mobile,16,0
TXN00559,user9849@upi,shop5346@upi,9912.36,Kolkata,Mobile,5,0
TXN00140,user7770@upi,shop1888@upi,2821.86,Hyderabad,Mobile,12,0
TXN01735,user2205@upi,shop8971@upi,96737.37,Mumbai,Mobile,3,1
TXN00532,user9921@upi,shop8940@upi,5167.07,Lucknow,Mobile,11,0
TXN00225,user6724@upi,shop6752@upi,10913.41,Bhopal,Mobile,7,0
TXN00724,user6309@upi,shop2691@upi,10559.01,Jaipur,Mobile,9,0
TXN00787,user8807@upi,shop2577@upi,6753.32,Hyderabad,Mobile,10,0
TXN01718,user7765@upi,shop7484@upi,20608.41,Bangalore,Desktop,4,1
TXN01008,user4552@upi,shop2995@upi,10624.05,Delhi,Mobile,13,0
TXN00410,user3527@upi,shop7383@upi,4757.01,Delhi,Mobile,20,0
TXN00326,user9950@upi,shop6804@upi,10141.27,Bhopal,Desktop,14,0
TXN01766,user7043@upi,shop9807@upi,99165.2,Mumbai,Mobile,23,1
TXN00300,user8430@upi,shop2195@upi,10332.32,Bangalore,Mobile,12,0
TXN01263,user6681@upi,shop8345@upi,10465.74,Mumbai,Mobile,15,0
TXN01946,user5523@upi,shop8429@upi,70449.92,Kolkata,Desktop,0,1
TXN00026,user8787@upi,shop3705@upi,3983.2,Bhopal,Mobile,20,0
TXN01859,user3258@upi,shop2100@upi,55110.25,Chennai,Tablet,4,1
TXN00715,user1305@upi,shop9309@upi,9478.08,Bhopal,Mobile,11,0
TXN01010,user2240@upi,shop8429@upi,13841.2,Kolkata,Desktop,15,0
TXN00194,user9254@upi,shop4629@upi,14181.78,Mumbai,Desktop,19,0
TXN00441,user9019@upi,shop9646@upi,14489.09,Hyderabad,Mobile,13,0
TXN00574,user1202@upi,shop9561@upi,11727.47,Delhi,Mobile,8,0
TXN00947,user9558@upi,shop2897@upi,71.61,Patna,Mobile,17,0
TXN00998,user2900@upi,shop1860@upi,2522.33,Pune,Mobile,12,0
TXN00504,user3938@upi,shop4656@upi,12067.03,Mumbai,Tablet,6,0
TXN00606,user6031@upi,shop7889@upi,11823.48,Hyderabad,Mobile,13,0
TXN01717,user4204@upi,shop8693@upi,96044.12,Bangalore,Tablet,3,1
TXN01164,user6563@upi,shop3730@upi,9226.27,Hyderabad,Tablet,8,0
TXN01787,user5361@upi,shop4911@upi,25267.79,Mumbai,Mobile,4,1
TXN00847,user3955@upi,shop7579@upi,7575.34,Surat,Mobile,23,0
TXN00004,user4611@upi,shop8359@upi,8843.09,Indore,Desktop,16,0
TXN01287,user6139@upi,shop6638@upi,128.45,Kolkata,Tablet,13,0
TXN01223,user1871@upi,shop4095@upi,2237.83,Chennai,Mobile,12,0
TXN00468,user2631@upi,shop8529@upi,254.06,Patna,Desktop,11,0
TXN00322,user2800@upi,shop4125@upi,293.87,Hyderabad,Mobile,11,0
TXN00006,user2674@upi,shop2519@upi,5705.11,Hyderabad,Desktop,13,0
TXN00223,user7560@upi,shop9584@upi,1188.92,Bhopal,Mobile,10,0
TXN01375,user6425@upi,shop6499@upi,9245.39,Pune,Mobile,7,0
TXN00548,user7415@upi,shop1530@upi,2739.41,Hyderabad,Tablet,21,0
TXN00229,user8682@upi,shop8245@upi,9474.46,Indore,Mobile,5,0
TXN00040,user5673@upi,shop7930@upi,10451.91,Nagpur,Tablet,13,0
TXN00543,user9622@upi,shop6978@upi,14408.78,Hyderabad,Desktop,14,0
TXN00243,user4711@upi,shop3253@upi,2332.63,Kolkata,Desktop,7,0
TXN00899,user1685@upi,shop7232@upi,10805.81,Pune,Mobile,15,0
TXN01134,user7004@upi,shop4033@upi,6600.59,Delhi,Mobile,10,0
TXN01449,user3809@upi,shop5127@upi,14385.93,Lucknow,Mobile,14,0
TXN01869,user2320@upi,shop8844@upi,95728.05,Bangalore,Desktop,0,1
TXN00843,user1666@upi,shop2153@upi,12518.5,Delhi,Tablet,20,0
TXN01419,user2814@upi,shop3115@upi,8051.43,Ahmedabad,Desktop,11,0
TXN01654,user3344@upi,shop7184@upi,10998.89,Nagpur,Tablet,10,0
TXN01970,user1591@upi,shop1328@upi,80409.74,Kolkata,Mobile,3,1
TXN00662,user9328@upi,shop3903@upi,10380.35,Bangalore,Desktop,7,0
TXN01211,user5068@upi,shop7056@upi,8747.72,Surat,Mobile,1,0
